,Name,Year_of_Release,Publisher,Country,City,Developer,Platform,Genre,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales,Critic_Score,Critic_Count,User_Score,User_Count,Rating
3850,J-League Pro Soccer Club o Tsukurou! 3,2003.0,Sega,United States,"Ota, Tokyo,San Francisco",,PS2,Sports,0.0,0.0,0.52,0.0,0.52,,,,,
3851,Tomb Raider: Legend,2006.0,Eidos Interactive,nan,nan,Crystal Dynamics,PS2,Action,0.25,0.19,0.02,0.06,0.52,82.0,43.0,7.1,96.0,T
3852,Freedom Fighters,2003.0,Electronic Arts,United States,Redwood City,Io Interactive,PS2,Shooter,0.25,0.2,0.0,0.07,0.52,81.0,26.0,8.4,57.0,T
3853,Silent Hill: Origins,2007.0,Konami Digital Entertainment,nan,nan,"Climax Group, Climax Studios",PSP,Action,0.22,0.15,0.04,0.1,0.52,78.0,40.0,7.8,107.0,M
3854,Gun,2005.0,Activision,United States,Santa Monica,Neversoft Entertainment,XB,Shooter,0.38,0.12,0.0,0.02,0.52,79.0,55.0,7.8,29.0,M
3855,That's So Raven 2: Supernatural Style,2005.0,Disney Interactive Studios,United States,Glendale,Artificial Mind and Movement,GBA,Adventure,0.37,0.14,0.0,0.01,0.52,52.0,5.0,,,E
3856,Fight Night Round 3,2006.0,Electronic Arts,United States,Redwood City,EA Chicago,PSP,Fighting,0.46,0.01,0.0,0.04,0.52,74.0,22.0,8.1,22.0,T
3857,The Punisher,2005.0,THQ,United States,Agoura Hills,Volition Inc.,PS2,Action,0.25,0.2,0.0,0.07,0.52,68.0,44.0,8.2,56.0,M
3858,Kirby and the Rainbow Curse,2015.0,Nintendo,Japan,Kyoto,HAL Labs,WiiU,Platform,0.22,0.13,0.12,0.04,0.52,73.0,72.0,8.0,227.0,E
3859,Front Mission 3,1999.0,SquareSoft,nan,nan,,PS,Strategy,0.1,0.07,0.31,0.03,0.52,,,,,
3860,Kenkou Ouen Recipe 1000: DS Kondate Zenshuu,2006.0,Nintendo,Japan,Kyoto,,DS,Misc,0.0,0.0,0.52,0.0,0.52,,,,,
3861,SSX On Tour,2005.0,Electronic Arts,United States,Redwood City,EA Canada,PS2,Sports,0.25,0.2,0.0,0.07,0.52,80.0,41.0,7.9,26.0,E
3862, Frozen: Olaf's Quest,2013.0,Disney Interactive Studios,United States,Glendale,,DS,Platform,0.21,0.26,0.0,0.04,0.52,,,,,
3863,Disgaea 3: Absence of Justice,2008.0,Square Enix,Japan,"Shinjuku, Tokyo",Nippon Ichi Software,PS3,Role-Playing,0.33,0.03,0.11,0.04,0.52,78.0,51.0,7.5,150.0,T
3864,Tony Hawk's Pro Skater 3,2002.0,Activision,United States,Santa Monica,Vicarious Visions,GBA,Sports,0.37,0.14,0.0,0.01,0.52,90.0,20.0,8.0,6.0,E
3865,Way of the Samurai 3,2008.0,Gamebridge,nan,nan,Acquire,PS3,Action,0.18,0.08,0.22,0.04,0.52,58.0,18.0,7.9,22.0,M
3866,The Sims 2: Open for Business,2006.0,Electronic Arts,United States,Redwood City,Maxis,PC,Simulation,0.46,0.05,0.0,0.0,0.52,78.0,29.0,8.6,35.0,T
3867,Rune Factory 2: A Fantasy Harvest Moon,2008.0,Rising Star Games,United Kingdom,Luton,Neverland,DS,Role-Playing,0.32,0.03,0.15,0.03,0.52,77.0,14.0,7.9,30.0,E
3868,Harry Potter and the Prisoner of Azkaban,2004.0,Electronic Arts,United States,Redwood City,Griptonite Games,GBA,Action,0.37,0.14,0.0,0.01,0.52,69.0,11.0,8.1,12.0,E
3869,Omega Boost,1999.0,Sony Computer Entertainment,United States,"Tokyo (SIE, Inc.) San Mateo (SIE, LLC)",,PS,Shooter,0.17,0.11,0.2,0.03,0.52,,,,,
3870,NFL 2K3,2002.0,Sega,United States,"Ota, Tokyo,San Francisco",,XB,Sports,0.38,0.11,0.0,0.02,0.52,,,,,
3871,Cars 2,2011.0,Disney Interactive Studios,United States,Glendale,,PS3,Racing,0.22,0.21,0.0,0.09,0.52,,,,,
3872,Go Diego Go! Safari Rescue,2008.0,Take-Two Interactive,nan,nan,,Wii,Action,0.47,0.0,0.0,0.04,0.52,,,,,
3873,SimAnimals,2009.0,Electronic Arts,United States,Redwood City,Electronic Arts,DS,Simulation,0.26,0.2,0.0,0.05,0.52,70.0,10.0,7.5,4.0,E
3874,NBA Live 2002,2001.0,Electronic Arts,United States,Redwood City,EA Canada,PS,Sports,0.29,0.19,0.0,0.03,0.52,81.0,6.0,8.8,9.0,E
3875,Jampack Winter 2002,2002.0,Sony Computer Entertainment,United States,"Tokyo (SIE, Inc.) San Mateo (SIE, LLC)",,PS2,Misc,0.25,0.2,0.0,0.07,0.52,,,,,
3876,LEGO Marvel Super Heroes,2013.0,Warner Bros. Interactive Entertainment,United States,Chicago,,PSV,Action,0.11,0.29,0.0,0.11,0.51,,,,,
3877,Way of the Samurai,2002.0,Eidos Interactive,nan,nan,Acquire,PS2,Action,0.13,0.1,0.25,0.03,0.51,74.0,22.0,8.2,19.0,M
3878,The 3rd Birthday,2010.0,Square Enix,Japan,"Shinjuku, Tokyo",HexaDrive,PSP,Role-Playing,0.13,0.07,0.27,0.05,0.51,71.0,56.0,6.1,113.0,M
3879,Sonic & All-Stars Racing Transformed,2012.0,Sega,United States,"Ota, Tokyo,San Francisco",,WiiU,Racing,0.19,0.26,0.02,0.04,0.51,,,,,
3880,Kung Fu Panda,2008.0,Activision,United States,Santa Monica,"Luxoflux, Inc.",PS3,Action,0.21,0.21,0.0,0.09,0.51,76.0,23.0,7.3,18.0,E10+
3881,Classic Word Games,2009.0,Ubisoft,Europe,Montreuil-sous-Bois,Ubisoft,DS,Misc,0.09,0.36,0.0,0.06,0.51,,,,,E
3882,Epic Mickey 2: The Power of Two,2012.0,Disney Interactive Studios,United States,Glendale,Blitz Games Studios,X360,Action,0.32,0.15,0.0,0.04,0.51,59.0,35.0,5.5,22.0,E
3883,Fishing Derby,,Activision,United States,Santa Monica,,2600,Sports,0.48,0.03,0.0,0.01,0.51,,,,,
3884,Pac-Man Fever,2001.0,Sony Computer Entertainment,United States,"Tokyo (SIE, Inc.) San Mateo (SIE, LLC)",Mass Media,PS2,Misc,0.25,0.2,0.0,0.07,0.51,47.0,14.0,6.3,7.0,E
3885,Spectrobes: Beyond the Portals,2008.0,Disney Interactive Studios,United States,Glendale,"Jupiter Corporation, Jupiter Multimedia",DS,Role-Playing,0.36,0.11,0.0,0.04,0.51,70.0,26.0,7.7,14.0,E10+
3886,International Track & Field,1996.0,Konami Digital Entertainment,nan,nan,,PS,Sports,0.08,0.05,0.35,0.03,0.51,,,,,
3887,HSX HyperSonic.Xtreme,2002.0,Midas Interactive Entertainment,nan,nan,Blade Interactive,PS2,Racing,0.25,0.2,0.0,0.07,0.51,53.0,17.0,8.4,8.0,E
3888,Lair,2007.0,Sony Computer Entertainment,United States,"Tokyo (SIE, Inc.) San Mateo (SIE, LLC)","Factor 5, SCE/WWS",PS3,Action,0.36,0.03,0.08,0.04,0.51,53.0,55.0,6.4,229.0,T
3889,Madden NFL 2004,2003.0,Electronic Arts,United States,Redwood City,EA Tiburon,GC,Sports,0.4,0.1,0.0,0.01,0.51,94.0,19.0,7.7,17.0,E
3890,Jikkyou Powerful Pro Yakyuu 10,2003.0,Konami Digital Entertainment,nan,nan,,PS2,Sports,0.0,0.0,0.51,0.0,0.51,,,,,
3891,Summoner,2000.0,THQ,United States,Agoura Hills,Volition Inc.,PS2,Role-Playing,0.25,0.2,0.0,0.07,0.51,74.0,16.0,7.8,12.0,T
3892,Soul Sacrifice,2013.0,Sony Computer Entertainment,United States,"Tokyo (SIE, Inc.) San Mateo (SIE, LLC)","SCE Japan Studio, comcept",PSV,Role-Playing,0.15,0.08,0.22,0.06,0.51,77.0,71.0,8.2,298.0,M
3893,Virtual Pool,1997.0,Interplay,nan,nan,,PS,Sports,0.28,0.19,0.0,0.03,0.51,,,,,
3894,DC Universe Online,2011.0,Sony Online Entertainment,nan,nan,WBIE,PS3,Role-Playing,0.35,0.11,0.0,0.06,0.51,67.0,46.0,7.4,139.0,T
3895,Jam With the Band,2008.0,Nintendo,Japan,Kyoto,,DS,Misc,0.0,0.0,0.51,0.0,0.51,,,,,
3896,NBA Live 07,2006.0,Electronic Arts,United States,Redwood City,EA Sports,PSP,Sports,0.47,0.0,0.0,0.04,0.51,64.0,9.0,7.5,4.0,E
3897,IL-2 Sturmovik: Birds of Prey,2009.0,505 Games,nan,nan,Gaijin Entertainment,X360,Simulation,0.23,0.23,0.0,0.05,0.51,80.0,43.0,8.4,18.0,T
3898,100 All-Time Favorites,2009.0,Ubisoft,Europe,Montreuil-sous-Bois,Ubisoft,DS,Puzzle,0.35,0.12,0.0,0.04,0.51,,,6.2,6.0,E
3899,The Walking Dead: Survival Instinct,2013.0,Activision,United States,Santa Monica,Terminal Reality,PS3,Shooter,0.28,0.15,0.0,0.08,0.51,34.0,14.0,3.6,196.0,M
3900,Major League Baseball 2K10,2010.0,Take-Two Interactive,nan,nan,Visual Concepts,X360,Sports,0.47,0.0,0.0,0.04,0.51,76.0,26.0,7.6,38.0,E
3901,Alice in Wonderland,2010.0,Disney Interactive Studios,United States,Glendale,Etranges Libellules,Wii,Adventure,0.25,0.21,0.0,0.05,0.51,69.0,18.0,7.4,13.0,E10+
3902,Ratatouille,2007.0,THQ,United States,Agoura Hills,Heavy Iron Studios,PS3,Action,0.09,0.32,0.0,0.1,0.51,55.0,8.0,4.8,4.0,E
3903,"SpongeBob SquarePants: Lights, Camera, Pants!",2005.0,THQ,United States,Agoura Hills,,GBA,Misc,0.37,0.14,0.0,0.01,0.51,,,,,
3904,Wrecking Crew,1985.0,Nintendo,Japan,Kyoto,,NES,Platform,0.0,0.0,0.51,0.0,0.51,,,,,
3905,Rugrats: Scavenger Hunt,1999.0,THQ,United States,Agoura Hills,,N64,Misc,0.41,0.09,0.0,0.01,0.51,,,,,
3906,International Superstar Soccer 2000 (All region sales),1999.0,Konami Digital Entertainment,nan,nan,,N64,Sports,0.01,0.26,0.22,0.02,0.51,,,,,
3907,NBA Live 2004,2003.0,Electronic Arts,United States,Redwood City,EA Sports,XB,Sports,0.44,0.04,0.0,0.02,0.51,85.0,19.0,8.2,11.0,E
3908,Iron Man,2008.0,Sega,United States,"Ota, Tokyo,San Francisco",Artificial Mind and Movement,DS,Action,0.35,0.12,0.0,0.05,0.51,56.0,10.0,7.0,4.0,E10+
3909,Alien: Isolation,2014.0,Sega,United States,"Ota, Tokyo,San Francisco",Creative Assembly,XOne,Shooter,0.22,0.24,0.0,0.04,0.51,78.0,24.0,7.8,314.0,M
3910,Dai-4-Ji Super Robot Taisen S,1996.0,Banpresto,nan,nan,,PS,Strategy,0.0,0.0,0.48,0.03,0.51,,,,,
3911,Pro Evolution Soccer 2010,2009.0,Konami Digital Entertainment,nan,nan,Konami,Wii,Sports,0.12,0.27,0.06,0.05,0.51,82.0,13.0,8.4,17.0,E
3912,Disney's Kim Possible: Revenge of Monkey Fist,2002.0,THQ,United States,Agoura Hills,Digital Eclipse,GBA,Platform,0.37,0.14,0.0,0.01,0.51,62.0,4.0,8.8,8.0,E
3913,Naruto Shippuden: Clash of Ninja Revolution 3,2009.0,Nintendo,Japan,Kyoto,8ing/Raizing,Wii,Fighting,0.44,0.03,0.0,0.04,0.51,74.0,23.0,8.1,21.0,T
3914,Ace Combat Zero: The Belkan War,2006.0,Namco Bandai Games,nan,nan,Namco,PS2,Simulation,0.15,0.12,0.2,0.04,0.51,75.0,45.0,8.4,55.0,T
3915,Dragon Age: Origins,2009.0,Electronic Arts,United States,Redwood City,BioWare,PC,Role-Playing,0.0,0.46,0.0,0.05,0.51,91.0,67.0,8.6,3542.0,M
3916,Dynasty Warriors,2004.0,Tecmo Koei,nan,nan,Koei,PSP,Action,0.18,0.0,0.3,0.02,0.51,62.0,26.0,7.3,24.0,T
3917,NHL 07,2006.0,Electronic Arts,United States,Redwood City,EA Sports,PS2,Sports,0.42,0.02,0.0,0.07,0.51,76.0,11.0,4.6,51.0,E10+
3918,SoulCalibur: Broken Destiny,2009.0,Namco Bandai Games,nan,nan,Bandai Namco Games,PSP,Fighting,0.12,0.2,0.07,0.12,0.51,80.0,52.0,6.2,45.0,T
3919,Dishonored,2012.0,Bethesda Softworks,United States,Rockville,,PC,Action,0.26,0.19,0.0,0.06,0.51,,,,,
3920,Dragon Ball: Raging Blast,2009.0,Namco Bandai Games,nan,nan,Spike,X360,Fighting,0.36,0.08,0.02,0.04,0.51,56.0,29.0,7.5,33.0,T
3921,Naruto Shippuden: Ultimate Ninja Storm 3,2013.0,Namco Bandai Games,nan,nan,CyberConnect2,X360,Fighting,0.29,0.16,0.01,0.05,0.51,70.0,16.0,7.7,67.0,T
3922,Petz: Hamsterz Life 2,2007.0,Ubisoft,Europe,Montreuil-sous-Bois,,DS,Misc,0.47,0.0,0.0,0.04,0.51,,,,,
3923,World Championship Poker,2004.0,Crave Entertainment,nan,nan,Coresoft,XB,Misc,0.37,0.11,0.0,0.02,0.51,66.0,7.0,,,E
3924,The BIGS,2007.0,Take-Two Interactive,nan,nan,Blue Castle Games,PS2,Sports,0.25,0.19,0.0,0.06,0.51,71.0,4.0,4.8,4.0,E
3925,WWE 2K16,2015.0,Take-Two Interactive,nan,nan,Yuke's,PS3,Sports,0.22,0.21,0.0,0.08,0.51,,,6.0,21.0,T
3926,Final Fantasy,2000.0,SquareSoft,nan,nan,,WS,Role-Playing,0.0,0.0,0.51,0.0,0.51,,,,,
3927,Dragon Ball Z: Supersonic Warriors,2004.0,Atari,United States,Pawtucket,Arc System Works,GBA,Fighting,0.36,0.13,0.0,0.01,0.51,73.0,26.0,7.0,21.0,T
3928,NBA Ballers,2004.0,Midway Games,United States,Chicago,Midway,XB,Sports,0.37,0.11,0.0,0.02,0.51,82.0,35.0,8.1,8.0,E
3929,Silent Hill 4: The Room,2004.0,Konami Digital Entertainment,nan,nan,KCET,PS2,Action,0.25,0.19,0.0,0.06,0.51,76.0,54.0,7.8,191.0,M
3930,River Raid II,1988.0,Activision,United States,Santa Monica,,2600,Shooter,0.47,0.03,0.0,0.01,0.51,,,,,
3931,Capcom Classics Collection,2005.0,Capcom,Japan,Osaka,Digital Eclipse,PS2,Misc,0.22,0.17,0.05,0.06,0.51,78.0,30.0,8.4,5.0,T
3932,My Word Coach,2007.0,Ubisoft,Europe,Montreuil-sous-Bois,Ubisoft,Wii,Misc,0.46,0.01,0.0,0.04,0.51,68.0,8.0,,,E
3933,Monopoly Party,2002.0,Infogrames,nan,nan,,PS2,Misc,0.25,0.19,0.0,0.06,0.51,,,,,
3934,Tiger Woods PGA Tour 13,2012.0,Electronic Arts,United States,Redwood City,Electronic Arts,X360,Sports,0.29,0.18,0.0,0.04,0.51,77.0,47.0,5.6,39.0,E
3935,NHL FaceOff 98,1997.0,Sony Computer Entertainment,United States,"Tokyo (SIE, Inc.) San Mateo (SIE, LLC)",,PS,Sports,0.28,0.19,0.0,0.03,0.51,,,,,
3936,The Saboteur,2009.0,Electronic Arts,United States,Redwood City,Pandemic Studios,X360,Action,0.26,0.2,0.0,0.05,0.51,73.0,69.0,8.2,141.0,M
3937,The Adventures of Jimmy Neutron Boy Genius: Attack of the Twonkies,2004.0,THQ,United States,Agoura Hills,Tantalus Interactive,GBA,Action,0.36,0.13,0.0,0.01,0.5,56.0,4.0,,,E
3938,Sonic Riders,2006.0,Sega,United States,"Ota, Tokyo,San Francisco",Sonic Team,PS2,Racing,0.42,0.02,0.0,0.07,0.5,55.0,41.0,7.2,25.0,E
3939,Looney Tunes: Back in Action,2003.0,Warner Bros. Interactive Entertainment,United States,Chicago,Warthog,PS2,Platform,0.25,0.19,0.0,0.06,0.5,51.0,9.0,7.5,6.0,E
3940,Monsters vs. Aliens,2009.0,Activision,United States,Santa Monica,Griptonite Games,DS,Action,0.33,0.13,0.0,0.05,0.5,47.0,8.0,,,E
3941,Midnight Magic,1983.0,Atari,United States,Pawtucket,,2600,Action,0.47,0.03,0.0,0.01,0.5,,,,,
3942,NHL 09,2008.0,Electronic Arts,United States,Redwood City,EA Canada,X360,Sports,0.45,0.01,0.0,0.04,0.5,88.0,41.0,8.4,61.0,E10+
3943,Bully: Scholarship Edition,2008.0,Take-Two Interactive,nan,nan,Rockstar Toronto,Wii,Action,0.17,0.28,0.0,0.06,0.5,83.0,34.0,8.4,60.0,T
3944,WWE SmackDown vs. RAW 2007,2006.0,THQ,United States,Agoura Hills,Yuke's,X360,Fighting,0.44,0.03,0.0,0.04,0.5,81.0,50.0,7.8,46.0,T
3945,Midnight Club II,2003.0,Take-Two Interactive,nan,nan,Rockstar San Diego,XB,Racing,0.42,0.06,0.0,0.02,0.5,86.0,33.0,7.6,12.0,T
3946,Monster Hunter Freedom 2,2011.0,Capcom,Japan,Osaka,,PS3,Role-Playing,0.0,0.0,0.5,0.0,0.5,,,,,
3947,Tiger Woods PGA Tour 07,2006.0,Electronic Arts,United States,Redwood City,EA Redwood Shores,PS3,Sports,0.31,0.12,0.0,0.07,0.5,81.0,30.0,,,E
3948,Ratatouille,2007.0,THQ,United States,Agoura Hills,Asobo Studio,Wii,Action,0.43,0.03,0.0,0.04,0.5,62.0,16.0,6.7,12.0,E
3949,Avatar: The Last Airbender,2006.0,THQ,United States,Agoura Hills,AWE Games,GC,Adventure,0.39,0.1,0.0,0.01,0.5,60.0,10.0,6.5,4.0,E10+
3950,Blue's Clues: Blue's Big Musical,2001.0,THQ,United States,Agoura Hills,,PS,Misc,0.28,0.19,0.0,0.03,0.5,,,,,
3951,The Mummy Returns,2001.0,Universal Interactive,nan,nan,Blitz Games,PS2,Action,0.25,0.19,0.0,0.06,0.5,44.0,13.0,7.0,11.0,T
3952,Cars Toon: Mater's Tall Tales,2010.0,Disney Interactive Studios,United States,Glendale,Disney Interactive Studios,Wii,Misc,0.45,0.02,0.0,0.03,0.5,,,,,E
3953,Paws & Claws: Dogs & Cats Best Friends,2007.0,THQ,United States,Agoura Hills,,DS,Simulation,0.46,0.01,0.0,0.04,0.5,,,,,
3954,Hitman: Blood Money,2006.0,Eidos Interactive,nan,nan,Io Interactive,PS2,Action,0.25,0.19,0.0,0.06,0.5,83.0,36.0,8.4,104.0,M
3955,Disney Sing It,2008.0,Disney Interactive Studios,United States,Glendale,Zoe Mode,PS2,Misc,0.25,0.19,0.0,0.06,0.5,,,,,E
3956,Chopper Command,1982.0,Activision,United States,Santa Monica,,2600,Shooter,0.47,0.03,0.0,0.01,0.5,,,,,
3957,Lost: Via Domus,2008.0,Ubisoft,Europe,Montreuil-sous-Bois,Ubisoft Montreal,PS3,Action,0.19,0.22,0.0,0.09,0.5,54.0,30.0,6.9,28.0,T
3958,Crash: Mind Over Mutant,2008.0,Vivendi Games,nan,nan,Radical Entertainment,PS2,Platform,0.25,0.19,0.0,0.06,0.5,73.0,7.0,6.5,36.0,E10+
3959,Activision Anthology,2002.0,Activision,United States,Santa Monica,Contraband Entertainment,PS2,Misc,0.25,0.19,0.0,0.06,0.5,75.0,13.0,7.7,6.0,E
3960,Picross DS,2007.0,Nintendo,Japan,Kyoto,Jupiter Corporation,DS,Puzzle,0.17,0.02,0.3,0.02,0.5,83.0,33.0,8.7,36.0,E
3961,Pro Evolution Soccer 2012,2011.0,Konami Digital Entertainment,nan,nan,Konami,X360,Action,0.1,0.34,0.0,0.07,0.5,78.0,36.0,6.6,55.0,E
3962,Final Fantasy II Anniversary Edition,2007.0,Square Enix,Japan,"Shinjuku, Tokyo",TOSE,PSP,Role-Playing,0.36,0.02,0.07,0.04,0.5,63.0,31.0,7.1,24.0,T
3963,Test Drive Unlimited,2007.0,Atari,United States,Pawtucket,Melbourne House,PSP,Racing,0.08,0.27,0.0,0.15,0.5,80.0,18.0,7.3,29.0,E10+
3964,Harry Potter and the Half-Blood Prince,2009.0,Electronic Arts,United States,Redwood City,EA Bright Light,PSP,Action,0.18,0.2,0.0,0.12,0.5,,,6.6,9.0,E
3965,Unit 13,2012.0,Sony Computer Entertainment,United States,"Tokyo (SIE, Inc.) San Mateo (SIE, LLC)",Zipper Interactive,PSV,Shooter,0.25,0.13,0.04,0.07,0.5,71.0,60.0,7.5,169.0,T
3966,R.U.S.E.,2010.0,Ubisoft,Europe,Montreuil-sous-Bois,Eugen Systems,PS3,Strategy,0.18,0.22,0.02,0.08,0.5,76.0,37.0,7.3,50.0,T
3967,Theatrhythm: Final Fantasy,2012.0,Square Enix,Japan,"Shinjuku, Tokyo",Indies Zero,3DS,Misc,0.22,0.07,0.18,0.02,0.5,78.0,60.0,7.8,113.0,E10+
3968,Prince of Persia Trilogy,2010.0,Ubisoft,Europe,Montreuil-sous-Bois,,PS3,Action,0.17,0.24,0.0,0.09,0.5,,,,,
3969,Goldeneye 007: Reloaded,2011.0,Activision,United States,Santa Monica,Eurocom Entertainment Software,X360,Shooter,0.25,0.2,0.0,0.05,0.5,72.0,56.0,6.0,96.0,T
3970,Rugrats in Paris: The Movie,2000.0,THQ,United States,Agoura Hills,,N64,Action,0.4,0.09,0.0,0.01,0.5,,,,,
3971,Hidden Mysteries: Titanic - Secrets of the Fateful Voyage,2009.0,GSP,nan,nan,,DS,Adventure,0.12,0.32,0.0,0.06,0.5,,,,,
3972,Star Wars: Jedi Starfighter,2002.0,Activision,United States,Santa Monica,LucasArts,PS2,Simulation,0.24,0.19,0.0,0.06,0.5,81.0,22.0,8.3,8.0,T
3973,Tactics Ogre: The Knight of Lodis,2001.0,Nintendo,Japan,Kyoto,Quest,GBA,Role-Playing,0.13,0.05,0.31,0.01,0.5,88.0,20.0,9.1,26.0,E
3974,"Transformers: War for Cybertron (XBox 360, PS3, & PC Versions)",2010.0,Activision,United States,Santa Monica,,PS3,Shooter,0.24,0.18,0.0,0.08,0.5,,,,,
3975,Super Robot Taisen MX,2004.0,Banpresto,nan,nan,,PS2,Strategy,0.0,0.0,0.5,0.0,0.5,,,,,
3976,Sega Bass Fishing,2008.0,Sega,United States,"Ota, Tokyo,San Francisco",Cavia Inc.,Wii,Sports,0.45,0.01,0.0,0.04,0.5,59.0,29.0,6.3,9.0,E
3977,Bases Loaded '96: Double Header,1995.0,Jaleco,Japan,Tokyo,,PS,Sports,0.28,0.19,0.0,0.03,0.5,,,,,
3978,Dead or Alive Ultimate,2004.0,Tecmo Koei,nan,nan,Team Ninja,XB,Fighting,0.3,0.1,0.08,0.02,0.5,83.0,64.0,8.7,25.0,M
3979,RPG Maker,1997.0,ASCII Entertainment,nan,nan,Kuusou Kagaku,PS,Role-Playing,0.11,0.07,0.29,0.03,0.5,66.0,11.0,8.2,9.0,E
3980,Major League Baseball 2K12,2012.0,Take-Two Interactive,nan,nan,Visual Concepts,X360,Sports,0.47,0.0,0.0,0.03,0.5,68.0,19.0,6.4,22.0,E
3981,Rooms: The Main Building,2010.0,Nintendo,Japan,Kyoto,HandMade Game,DS,Adventure,0.1,0.34,0.01,0.05,0.5,56.0,23.0,,,E
3982,Dance Dance Revolution Universe 2,2007.0,Konami Digital Entertainment,nan,nan,Konami,X360,Simulation,0.46,0.0,0.0,0.04,0.5,65.0,10.0,7.4,5.0,E10+
3983,Burnout Revenge,2006.0,Electronic Arts,United States,Redwood City,Criterion Games,X360,Racing,0.42,0.04,0.0,0.04,0.5,89.0,61.0,8.1,140.0,E10+
3984,Star Wars: Clone Wars,2002.0,LucasArts,United States,San Francisco,,PS2,Shooter,0.24,0.19,0.0,0.06,0.5,,,,,
3985,The Adventures of Jimmy Neutron Boy Genius: Attack of the Twonkies,2004.0,THQ,United States,Agoura Hills,THQ,PS2,Action,0.24,0.19,0.0,0.06,0.5,65.0,8.0,7.3,8.0,E
3986,Madden NFL 13,2012.0,Electronic Arts,United States,Redwood City,EA Tiburon,Wii,Sports,0.47,0.0,0.0,0.03,0.5,,,7.3,4.0,E
3987,Madden NFL 11,2010.0,Electronic Arts,United States,Redwood City,EA Tiburon,PS2,Sports,0.41,0.02,0.0,0.07,0.5,,,7.0,4.0,E
3988,Monster Hunter,2004.0,Capcom,Japan,Osaka,Capcom,PS2,Role-Playing,0.11,0.08,0.28,0.03,0.5,68.0,37.0,8.9,46.0,T
3989,NBA Street Homecourt,2007.0,Electronic Arts,United States,Redwood City,EA Canada,X360,Sports,0.45,0.01,0.0,0.04,0.5,80.0,42.0,8.2,30.0,E
3990,Tony Hawk's Underground 2,2004.0,Activision,United States,Santa Monica,Neversoft Entertainment,GC,Sports,0.38,0.1,0.0,0.01,0.5,82.0,30.0,8.9,17.0,T
3991,SplashDown: Rides Gone Wild,2003.0,THQ,United States,Agoura Hills,Rainbow Studios,PS2,Racing,0.24,0.19,0.0,0.06,0.5,80.0,25.0,8.7,16.0,E
3992,Super Famista 5,1996.0,Namco Bandai Games,nan,nan,,SNES,Sports,0.0,0.0,0.5,0.0,0.5,,,,,
3993,Shrek SuperSlam,2005.0,Activision,United States,Santa Monica,Shaba Games,PS2,Action,0.24,0.19,0.0,0.06,0.5,67.0,21.0,9.0,26.0,E10+
3994,Rayman Advance,2001.0,Ubisoft,Europe,Montreuil-sous-Bois,Digital Eclipse,GBA,Platform,0.36,0.13,0.0,0.01,0.5,84.0,17.0,8.4,16.0,E
3995,Super Robot Taisen Z,2008.0,Namco Bandai Games,nan,nan,,PS2,Strategy,0.0,0.0,0.5,0.0,0.5,,,,,
3996,PoPoLoCrois Monogatari,1996.0,Sony Computer Entertainment,United States,"Tokyo (SIE, Inc.) San Mateo (SIE, LLC)",,PS,Role-Playing,0.0,0.0,0.46,0.03,0.5,,,,,
3997,Wet,,Bethesda Softworks,United States,Rockville,Artificial Mind and Movement,X360,Shooter,0.23,0.21,0.01,0.05,0.5,69.0,79.0,7.3,86.0,M
3998,Tomb Raider: Anniversary,2007.0,Eidos Interactive,nan,nan,Crystal Dynamics,PS2,Action,0.41,0.02,0.0,0.07,0.5,,,8.2,29.0,T
3999,Fantastic 4,2005.0,Activision,United States,Santa Monica,7 Studios,PS2,Action,0.41,0.01,0.0,0.07,0.5,64.0,42.0,7.8,19.0,T
4000,Men in Black II: Alien Escape,2002.0,Infogrames,nan,nan,Melbourne House,PS2,Shooter,0.24,0.19,0.0,0.06,0.5,50.0,19.0,7.3,6.0,T
4001,RealSports Tennis,1982.0,Atari,United States,Pawtucket,,2600,Sports,0.46,0.03,0.0,0.01,0.5,,,,,
4002,Nicktoons: Attack of the Toybots,2007.0,THQ,United States,Agoura Hills,Blue Tongue,PS2,Platform,0.24,0.19,0.0,0.06,0.5,,,,,E
4003,Raiders of the Lost Ark,1981.0,Atari,United States,Pawtucket,,2600,Action,0.46,0.03,0.0,0.01,0.5,,,,,
4004,Gauntlet,1982.0,Answer Software,nan,nan,,2600,Action,0.46,0.03,0.0,0.01,0.5,,,,,
4005,Alice: Madness Returns,2011.0,Electronic Arts,United States,Redwood City,Spicy Horse,X360,Adventure,0.27,0.14,0.04,0.04,0.5,70.0,67.0,8.1,157.0,M
4006,Madden NFL 07,2006.0,Electronic Arts,United States,Redwood City,EA Canada,Wii,Sports,0.46,0.0,0.0,0.04,0.49,81.0,35.0,8.0,16.0,E
4007,Spider-Man 2,2004.0,Activision,United States,Santa Monica,Vicarious Visions,DS,Action,0.41,0.02,0.03,0.04,0.49,61.0,46.0,5.0,6.0,E
4008,Ridge Racer 3D,2011.0,Namco Bandai Games,nan,nan,Namco Bandai Games,3DS,Racing,0.19,0.15,0.12,0.03,0.49,75.0,59.0,7.2,56.0,E
4009,Picross 3D,2009.0,Nintendo,Japan,Kyoto,HAL Labs,DS,Puzzle,0.28,0.03,0.16,0.02,0.49,83.0,35.0,8.4,33.0,E
